Title,Category,Description,Specifications,SKU,Original Price,Sale Price,Availability,URL,Images_URL,Gender
Dark Grey Leather 20mm Strap,,This 20mm Dark Grey Leather strap is compatible with 20mm strap width watches/smart watches. You can find this information on the product page. It is also compatible with Round 40mm and Square 35mm Case Build Your Watch products.,,48054,10,,in_stock,https://www.sekonda.com/p/dark-grey-leather-strap-20mm-908,"https://www.sekonda.com/static/media/catalog/product/l/o/SEKONDAWATCHBUILDER_STRAP_LEATHER_DARK-GREY_BLACK_ROUND.png, https://www.sekonda.com/static/media/catalog/product/l/o/SEKONDAWATCHBUILDER_STRAP_LEATHER_DARK-GREY_BLACK_SQUARE.png, https://www.sekonda.com/static/media/catalog/product/l/o/SEKONDAWATCHBUILDER_STRAP_LEATHER_DARK-GREY_BLACK_ROUND_LEFT.png, https://www.sekonda.com/static/media/catalog/product/l/o/SEKONDAWATCHBUILDER_STRAP_LEATHER_DARK-GREY_BLACK_SQUARE_LEFT.png, https://www.sekonda.com/static/media/catalog/product/l/o/SEKONDAWATCHBUILDER_STRAP_LEATHER_DARK-GREY_BLACK_ROUND_RIGHT.png, https://www.sekonda.com/static/media/catalog/product/l/o/SEKONDAWATCHBUILDER_STRAP_LEATHER_DARK-GREY_BLACK_SQUARE_RIGHT.png, https://www.sekonda.com/static/media/catalog/product/l/o/SEKONDAWATCHBUILDER_STRAP_LEATHER_DARK-GREY_BLACK_ROUND_BACK.png, https://www.sekonda.com/static/media/catalog/product/l/o/SEKONDAWATCHBUILDER_STRAP_LEATHER_DARK-GREY_BLACK_SQUARE_BACK.png, https://www.sekonda.com/static/media/catalog/product/i/m/SEKONDAWATCHBUILDER_STRAP_LEATHER_DARK-GREY_BLACK_ROUND_BASE.jpg, https://www.sekonda.com/static/media/catalog/product/i/m/SEKONDAWATCHBUILDER_STRAP_LEATHER_DARK-GREY_BLACK_ROUND_TRANSPARENT.png",
Brown Leather 20mm Strap,,This 20mm Brown Leather strap is compatible with 20mm strap width watches/smart watches. You can find this information on the product page. It is also compatible with Round 40mm and Square 35mm Case Build Your Watch products.,,48128,10,,in_stock,https://www.sekonda.com/p/dark-brown-leather-strap-20mm-968,"https://www.sekonda.com/static/media/catalog/product/l/o/SEKONDAWATCHBUILDER_STRAP_LEATHER_DARK-BROWN_BLACK_ROUND.png, https://www.sekonda.com/static/media/catalog/product/l/o/SEKONDAWATCHBUILDER_STRAP_LEATHER_DARK-BROWN_BLACK_SQUARE.png, https://www.sekonda.com/static/media/catalog/product/l/o/SEKONDAWATCHBUILDER_STRAP_LEATHER_DARK-BROWN_BLACK_ROUND_LEFT.png, https://www.sekonda.com/static/media/catalog/product/l/o/SEKONDAWATCHBUILDER_STRAP_LEATHER_DARK-BROWN_BLACK_SQUARE_LEFT.png, https://www.sekonda.com/static/media/catalog/product/l/o/SEKONDAWATCHBUILDER_STRAP_LEATHER_DARK-BROWN_BLACK_ROUND_RIGHT.png, https://www.sekonda.com/static/media/catalog/product/l/o/SEKONDAWATCHBUILDER_STRAP_LEATHER_DARK-BROWN_BLACK_SQUARE_RIGHT.png, https://www.sekonda.com/static/media/catalog/product/l/o/SEKONDAWATCHBUILDER_STRAP_LEATHER_DARK-BROWN_BLACK_ROUND_BACK.png, https://www.sekonda.com/static/media/catalog/product/l/o/SEKONDAWATCHBUILDER_STRAP_LEATHER_DARK-BROWN_BLACK_SQUARE_BACK.png, https://www.sekonda.com/static/media/catalog/product/i/m/SEKONDAWATCHBUILDER_STRAP_LEATHER_DARK-BROWN_BLACK_ROUND_BASE.jpg, https://www.sekonda.com/static/media/catalog/product/i/m/SEKONDAWATCHBUILDER_STRAP_LEATHER_DARK-BROWN_BLACK_ROUND_TRANSPARENT.png",
Navy Leather 20mm Strap,,This 20mm Navy Leather strap is compatible with 20mm strap width watches/smart watches. You can find this information on the product page. It is also compatible with Round 40mm and Square 35mm Case Build Your Watch products.,,48158,10,,in_stock,https://www.sekonda.com/p/navy-leather-strap-20mm-992,"https://www.sekonda.com/static/media/catalog/product/l/o/SEKONDAWATCHBUILDER_STRAP_LEATHER_NAVY_BLACK_ROUND.png, https://www.sekonda.com/static/media/catalog/product/l/o/SEKONDAWATCHBUILDER_STRAP_LEATHER_NAVY_BLACK_SQUARE.png, https://www.sekonda.com/static/media/catalog/product/l/o/SEKONDAWATCHBUILDER_STRAP_LEATHER_NAVY_BLACK_ROUND_LEFT.png, https://www.sekonda.com/static/media/catalog/product/l/o/SEKONDAWATCHBUILDER_STRAP_LEATHER_NAVY_BLACK_SQUARE_LEFT.png, https://www.sekonda.com/static/media/catalog/product/l/o/SEKONDAWATCHBUILDER_STRAP_LEATHER_NAVY_BLACK_ROUND_RIGHT.png, https://www.sekonda.com/static/media/catalog/product/l/o/SEKONDAWATCHBUILDER_STRAP_LEATHER_NAVY_BLACK_SQUARE_RIGHT.png, https://www.sekonda.com/static/media/catalog/product/l/o/SEKONDAWATCHBUILDER_STRAP_LEATHER_NAVY_BLACK_ROUND_BACK.png, https://www.sekonda.com/static/media/catalog/product/l/o/SEKONDAWATCHBUILDER_STRAP_LEATHER_NAVY_BLACK_SQUARE_BACK.png, https://www.sekonda.com/static/media/catalog/product/i/m/SEKONDAWATCHBUILDER_STRAP_LEATHER_NAVY_BLACK_ROUND_BASE.jpg, https://www.sekonda.com/static/media/catalog/product/i/m/SEKONDAWATCHBUILDER_STRAP_LEATHER_NAVY_BLACK_ROUND_TRANSPARENT.png",
Black Faux Leather 20mm Strap,,This 20mm Black Faux Leather strap is compatible with 20mm strap width watches/smart watches. You can find this information on the product page. It is also compatible with Round 40mm and Square 35mm Case Build Your Watch products.,,48188,10,,in_stock,https://www.sekonda.com/p/black-vegan-leather-strap-20mm-1016,"https://www.sekonda.com/static/media/catalog/product/l/o/SEKONDAWATCHBUILDER_STRAP_VEGAN_BLACK_BLACK_ROUND.png, https://www.sekonda.com/static/media/catalog/product/l/o/SEKONDAWATCHBUILDER_STRAP_VEGAN_BLACK_BLACK_SQUARE.png, https://www.sekonda.com/static/media/catalog/product/l/o/SEKONDAWATCHBUILDER_STRAP_VEGAN_BLACK_BLACK_ROUND_LEFT.png, https://www.sekonda.com/static/media/catalog/product/l/o/SEKONDAWATCHBUILDER_STRAP_VEGAN_BLACK_BLACK_SQUARE_LEFT.png, https://www.sekonda.com/static/media/catalog/product/l/o/SEKONDAWATCHBUILDER_STRAP_VEGAN_BLACK_BLACK_ROUND_RIGHT.png, https://www.sekonda.com/static/media/catalog/product/l/o/SEKONDAWATCHBUILDER_STRAP_VEGAN_BLACK_BLACK_SQUARE_RIGHT.png, https://www.sekonda.com/static/media/catalog/product/l/o/SEKONDAWATCHBUILDER_STRAP_VEGAN_BLACK_BLACK_ROUND_BACK.png, https://www.sekonda.com/static/media/catalog/product/l/o/SEKONDAWATCHBUILDER_STRAP_VEGAN_BLACK_BLACK_SQUARE_BACK.png, https://www.sekonda.com/static/media/catalog/product/i/m/SEKONDAWATCHBUILDER_STRAP_VEGAN_BLACK_BLACK_ROUND_BASE.jpg, https://www.sekonda.com/static/media/catalog/product/i/m/SEKONDAWATCHBUILDER_STRAP_VEGAN_BLACK_BLACK_ROUND_TRANSPARENT.png",
Sekonda Airborne Men's Watch | Silver Alloy Case & Stainless Steel Mesh Bracelet with Black Dial | 30101,PILOT,"This watch has a cushion shaped, ion-plated silver alloy case with a black dial and a day/date display. The watch is fastened with an interchangeable stainless steel mesh bracelet with quick release spring bars and up to 50 metres water resistance.","Model 30101
 Cushion shaped, ion-plated silver alloy case 
 Black dial 
 A day/date display 
 50 metres water resistance 
 Interchangeable stainless steel mesh bracelet 
 Quick release spring bars 
 Min bracelet length: 170mm 
 Max bracelet length: 230mm 
 2 year guarantee",30101,74.99,36.99,in_stock,https://www.sekonda.com/p/sekonda-airborne-men-s-watch-silver-alloy-case-stainless-steel-mesh-bracelet-with-black-dial-30101,"https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30101_FRONT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30101_LEFT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30101_CLOSE UP.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30101_WRIST.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30101_BACK.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30101_FRONT.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_9_67.jpg",Mens
Sekonda Altitude Men's Watch | Bronze Alloy Case & Black Leather Strap with Green Dial | 30103,PILOT,"This watch has a round, brushed antique, ion-plated bronze alloy case with a green dial and a date display. The watch is fastened with an interchangeable black leather strap with quick release spring bars and up to 50 metres water resistance.","Model 30100
 Round, brushed silver alloy case 
 Green dial 
 A date display 
 50 metres water resistance 
 Quick release spring bars. 
 Interchangeable stainless steel mesh bracelet 
 Min strap length: 170mm 
 Max strap length: 230mm 
 2 year guarantee",30103,49.99,,in_stock,https://www.sekonda.com/p/sekonda-altitude-men-s-watch-bronze-alloy-case-black-leather-strap-with-green-dial-30103,"https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30103_FRONT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30103_LEFT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30103_CLOSE UP.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30103_WRIST.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30103_BACK.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30103_FRONT.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_9_47.jpg",Mens
Black Silicone 16mm Strap,,This 16mm black silicone strap is compatible with 16mm strap width watches/smart watches. You can find this information on the product page.,"Strap width: 16mm 
 Minimum length of strap: 140mm 
 
 Maximum strap length: 220mm",48466,10,,in_stock,https://www.sekonda.com/p/48466-black-silicone-16mm-strap,"https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_48466_strap.png, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_48466_strap.jpg",
Sand Silicone 16mm Strap,,This 16mm sand silicone strap is compatible with 16mm strap width watches/smart watches. You can find this information on the product page.,"Strap width: 16mm 
 Minimum length of strap: 140mm 
 
 Maximum strap length: 220mm",48467,10,,in_stock,https://www.sekonda.com/p/48467-sand-silicone-16mm-strap,"https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_48467_strap.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_48467_strap.png",
Light Yellow Silicone 16mm Strap,,This 16mm light yellow silicone strap is compatible with 16mm strap width watches/smart watches. You can find this information on the product page.,"Strap width: 16mm 
 Minimum length of strap: 140mm 
 
 Maximum strap length: 220mm",48469,10,,in_stock,https://www.sekonda.com/p/48469-light-yellow-silicone-16mm-strap,"https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_48469_strap.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_48469_strap.png",
Light Green Silicone 16mm Strap,,This 16mm light green silicone strap is compatible with 16mm strap width watches/smart watches. You can find this information on the product page.,"Strap width: 16mm 
 Minimum length of strap: 140mm 
 
 Maximum strap length: 220mm",48470,10,,in_stock,https://www.sekonda.com/p/48470-light-green-silicone-16mm-strap,"https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_48470_strap.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_48470_strap.png",
Dark Green Silicone 16mm Strap,,This 16mm dark green silicone strap is compatible with 16mm strap width watches/smart watches. You can find this information on the product page.,"Strap width: 16mm 
 Minimum length of strap: 140mm 
 
 Maximum strap length: 220mm",48471,10,,in_stock,https://www.sekonda.com/p/48471-dark-green-silicone-16mm-strap,"https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_48471_strap.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_48471_strap.png",
Silver Mesh 16mm Strap,,This 16mm silver stainless steel mesh strap is compatible with 16mm strap width watches/smart watches. You can find this information on the product page.,"Strap width: 16mm 
 Minimum length of strap: 140mm 
 
 Maximum strap length: 220mm",48478,15,,in_stock,https://www.sekonda.com/p/48478-silver-mesh-16mm-strap,"https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_48478_strap.png, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_48478_strap.jpg",
Sekonda Track Smart Watch | Grey Case & Silicone Strap | 30169,SMART,"This Sekonda Track Smart Watch has a silver-grey plastic case with a 1.47 inch rectangular fully interactive touch screen. Features include a step/distance/calorie tracker, 8 sports modes, heart rate/blood oxygen monitors and message notifications. The watch is fastened with an interchangeable grey silicone strap with quick release spring bars and a water resistance rating of IP68. This means that the watch is splashproof but not recommended for swimming or watersports.","Model 30169
Specification 
 
 
Rectangular silver-grey plastic case with 1.47 inch fully interactive touch screen display 
16mm grey silicone strap with quick release spring bars 
Changeable strap 
Accessible by Android (7.1 and above) and IOS (12.0 and above) - download the Sekonda Smart app from your app store 
Customisable dial 
Water Resistance: IP68. The watch is splashproof but not recommended for swimming or watersports 
Minimum strap length: 145mm 
Maximum strap length: 217mm 
2 year guarantee. 
Health & Fitness 
Step/distance/calorie tracker 
8 sports modes including running, walking, football, tennis and more 
Heart rate and blood oxygen monitors 
Sleep monitoring 
Hydration reminders 
Sedentary reminder 
Social & Messaging 
View message notifications supporting Facebook, Whatsapp, Email, LinkedIn and many more 
Remote camera and music controls 
General 
Standard micro USB charging cable with magnetic connection 
Average battery life from 5-7 days, up to 10 days with low use 
Easy operation menu and user interface 
Gesture control 
17 language options to choose from including English, Spanish, Polish, Portuguese, German,
French, Czech, Slovakian, Hungarian, Italian, Romanian, Turkish, Croatian, Dutch, Danish, Estonian, Greek 
Alarm and stopwatch feature 
Find my watch and find my phone 
Sekonda Smart Watches are not safe for use for anyone with a Pacemaker. Please note that the measurement results of this device are for reference only and are not intended for medical use.",30169,39.99,,in_stock,https://www.sekonda.com/p/sekonda-track-smart-watch-grey-plastic-case-silicone-strap-30169,"https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30169_front.jpg, https://www.sekonda.com/static/media/catalog/product/t/r/track_features_only_.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30169_wrist.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30169_close_up.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30169_back.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30169_wrist_womens_2.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30169_left.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30169_box.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30169_front.png",Unisex
Sekonda Track Smart Watch | Rose Gold Case & Pink Silicone Strap | 30170,SMART,"This Sekonda Track Smart Watch has a rose gold plastic case with a 1.47 inch rectangular fully interactive touch screen. Features include a step/distance/calorie tracker, 8 sports modes, heart rate/blood oxygen monitors and message notifications. The watch is fastened with an interchangeable pink silicone strap with quick release spring bars and a water resistance rating of IP68. This means that the watch is splashproof but not recommended for swimming or watersports.","Model 30170
Specification 
 
 
Rectangular rose gold plastic case with 1.47 inch fully interactive touch screen display 
16mm pink silicone strap with quick release spring bars 
Changeable strap 
Accessible by Android (7.1 and above) and IOS (12.0 and above) - download the Sekonda Smart app from your app store 
Customisable dial 
Water Resistance: IP68. The watch is splashproof but not recommended for swimming or watersports 
Minimum strap length: 145mm 
Maximum strap length: 217mm 
2 year guarantee. 
Health & Fitness 
Step/distance/calorie tracker 
8 sports modes including running, walking, football, tennis and more 
Heart rate and blood oxygen monitors 
Sleep monitoring 
Hydration reminders 
Sedentary reminder 
Social & Messaging 
View message notifications supporting Facebook, Whatsapp, Email, LinkedIn and many more 
Remote camera and music controls 
General 
Standard micro USB charging cable with magnetic connection 
Average battery life from 5-7 days, up to 10 days with low use 
Easy operation menu and user interface 
Gesture control 
17 language options to choose from including English, Spanish, Polish, Portuguese, German,
French, Czech, Slovakian, Hungarian, Italian, Romanian, Turkish, Croatian, Dutch, Danish, Estonian, Greek 
Alarm and stopwatch feature 
Find my watch and find my phone 
Sekonda Smart Watches are not safe for use for anyone with a Pacemaker. Please note that the measurement results of this device are for reference only and are not intended for medical use.",30170,39.99,,in_stock,https://www.sekonda.com/p/sekonda-track-smart-watch-rose-gold-plastic-case-pink-silicone-strap-30170,"https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30170_front.jpg, https://www.sekonda.com/static/media/catalog/product/t/r/track_features_only__1.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30170_wrist_2.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30170_close_up.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30170_back.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30170_wrist.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30170_left.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30170_box.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30170_front.png",Unisex
Sekonda Track Smart Watch | Black Case & Silicone Strap | 30171,SMART,"This Sekonda Track Smart Watch has a black plastic case with a 1.47 inch rectangular fully interactive touch screen. Features include a step/distance/calorie tracker, 8 sports modes, heart rate/blood oxygen monitors and message notifications. The watch is fastened with an interchangeable black silicone strap with quick release spring bars and a water resistance rating of IP68. This means that the watch is splashproof but not recommended for swimming or watersports. ","Model 30171
Specification 
 
 
Rectangular black plastic case with 1.47 inch fully interactive touch screen display 
16mm black silicone strap with quick release spring bars 
Changeable strap 
Accessible by Android (7.1 and above) and IOS (12.0 and above) - download the Sekonda Smart app from your app store 
Customisable dial 
Water Resistance: IP68. The watch is splashproof but not recommended for swimming or watersports 
Minimum strap length: 145mm 
Maximum strap length: 217mm 
2 year guarantee. 
Health & Fitness 
Step/distance/calorie tracker 
8 sports modes including running, walking, football, tennis and more 
Heart rate and blood oxygen monitors 
Sleep monitoring 
Hydration reminders 
Sedentary reminder 
Social & Messaging 
View message notifications supporting Facebook, Whatsapp, Email, LinkedIn and many more 
Remote camera and music controls 
General 
Standard micro USB charging cable with magnetic connection 
Average battery life from 5-7 days, up to 10 days with low use 
Easy operation menu and user interface 
Gesture control 
17 language options to choose from including English, Spanish, Polish, Portuguese, German,
French, Czech, Slovakian, Hungarian, Italian, Romanian, Turkish, Croatian, Dutch, Danish, Estonian, Greek 
Alarm and stopwatch feature 
Find my watch and find my phone 
Sekonda Smart Watches are not safe for use for anyone with a Pacemaker. Please note that the measurement results of this device are for reference only and are not intended for medical use.",30171,39.99,,in_stock,https://www.sekonda.com/p/sekonda-track-smart-watch-black-plastic-case-silicone-strap-30171,"https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30171_front_1.jpg, https://www.sekonda.com/static/media/catalog/product/t/r/track_features_only__1_1.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30171_wrist_3_1.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30171_close_up_1.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30171_back_1.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30171_wrist_womens_3_1.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30171_left_1.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30171_box_1.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30171_front_1.png",Unisex
Track Smart Watch,SMART,,,sekondaw track,39.99,,in_stock,https://www.sekonda.com/p/track,,Unisex
Black Leather 20mm Strap,,This 20mm Black Leather strap is compatible with 20mm strap width watches/smart watches. You can find this information on the product page. It is also compatible with Round 40mm and Square 35mm Case Build Your Watch products.,,48035,10,,in_stock,https://www.sekonda.com/p/black-leather-strap-20mm-893,"https://www.sekonda.com/static/media/catalog/product/l/o/SEKONDAWATCHBUILDER_STRAP_LEATHER_BLACK_ROSEGOLD_ROUND.png, https://www.sekonda.com/static/media/catalog/product/l/o/SEKONDAWATCHBUILDER_STRAP_LEATHER_BLACK_ROSEGOLD_SQUARE.png, https://www.sekonda.com/static/media/catalog/product/l/o/SEKONDAWATCHBUILDER_STRAP_LEATHER_BLACK_ROSEGOLD_ROUND_LEFT.png, https://www.sekonda.com/static/media/catalog/product/l/o/SEKONDAWATCHBUILDER_STRAP_LEATHER_BLACK_ROSEGOLD_SQUARE_LEFT.png, https://www.sekonda.com/static/media/catalog/product/l/o/SEKONDAWATCHBUILDER_STRAP_LEATHER_BLACK_ROSEGOLD_ROUND_RIGHT.png, https://www.sekonda.com/static/media/catalog/product/l/o/SEKONDAWATCHBUILDER_STRAP_LEATHER_BLACK_ROSEGOLD_SQUARE_RIGHT.png, https://www.sekonda.com/static/media/catalog/product/l/o/SEKONDAWATCHBUILDER_STRAP_LEATHER_BLACK_ROSEGOLD_ROUND_BACK.png, https://www.sekonda.com/static/media/catalog/product/l/o/SEKONDAWATCHBUILDER_STRAP_LEATHER_BLACK_ROSEGOLD_SQUARE_BACK.png, https://www.sekonda.com/static/media/catalog/product/i/m/SEKONDAWATCHBUILDER_STRAP_LEATHER_BLACK_ROSEGOLD_ROUND_BASE.jpg, https://www.sekonda.com/static/media/catalog/product/i/m/SEKONDAWATCHBUILDER_STRAP_LEATHER_BLACK_ROSEGOLD_ROUND_TRANSPARENT.png",
Sand Leather 20mm Strap,,This 20mm Sand Leather strap is compatible with 20mm strap width watches/smart watches. You can find this information on the product page. It is also compatible with Round 40mm and Square 35mm Case Build Your Watch products.,,48095,10,,in_stock,https://www.sekonda.com/p/beige-leather-strap-20mm-941,"https://www.sekonda.com/static/media/catalog/product/l/o/SEKONDAWATCHBUILDER_STRAP_LEATHER_BEIGE_ROSEGOLD_ROUND.png, https://www.sekonda.com/static/media/catalog/product/l/o/SEKONDAWATCHBUILDER_STRAP_LEATHER_BEIGE_ROSEGOLD_SQUARE.png, https://www.sekonda.com/static/media/catalog/product/l/o/SEKONDAWATCHBUILDER_STRAP_LEATHER_BEIGE_ROSEGOLD_ROUND_LEFT.png, https://www.sekonda.com/static/media/catalog/product/l/o/SEKONDAWATCHBUILDER_STRAP_LEATHER_BEIGE_ROSEGOLD_SQUARE_LEFT.png, https://www.sekonda.com/static/media/catalog/product/l/o/SEKONDAWATCHBUILDER_STRAP_LEATHER_BEIGE_ROSEGOLD_ROUND_RIGHT.png, https://www.sekonda.com/static/media/catalog/product/l/o/SEKONDAWATCHBUILDER_STRAP_LEATHER_BEIGE_ROSEGOLD_SQUARE_RIGHT.png, https://www.sekonda.com/static/media/catalog/product/l/o/SEKONDAWATCHBUILDER_STRAP_LEATHER_BEIGE_ROSEGOLD_ROUND_BACK.png, https://www.sekonda.com/static/media/catalog/product/l/o/SEKONDAWATCHBUILDER_STRAP_LEATHER_BEIGE_ROSEGOLD_SQUARE_BACK.png, https://www.sekonda.com/static/media/catalog/product/i/m/SEKONDAWATCHBUILDER_STRAP_LEATHER_BEIGE_ROSEGOLD_ROUND_BASE.jpg, https://www.sekonda.com/static/media/catalog/product/i/m/SEKONDAWATCHBUILDER_STRAP_LEATHER_BEIGE_ROSEGOLD_ROUND_TRANSPARENT.png",
Mint Faux Leather 20mm Strap,,This 20mm Mint Faux Leather strap is compatible with 20mm strap width watches/smart watches. You can find this information on the product page. It is also compatible with Round 40mm and Square 35mm Case Build Your Watch products.,,48305,10,,in_stock,https://www.sekonda.com/p/pale-green-vegan-leather-strap-20mm-1109,"https://www.sekonda.com/static/media/catalog/product/l/o/SEKONDAWATCHBUILDER_STRAP_VEGAN_PALE-GREEN_ROSEGOLD_ROUND.png, https://www.sekonda.com/static/media/catalog/product/l/o/SEKONDAWATCHBUILDER_STRAP_VEGAN_PALE-GREEN_ROSEGOLD_SQUARE.png, https://www.sekonda.com/static/media/catalog/product/l/o/SEKONDAWATCHBUILDER_STRAP_VEGAN_PALE-GREEN_ROSEGOLD_ROUND_LEFT.png, https://www.sekonda.com/static/media/catalog/product/l/o/SEKONDAWATCHBUILDER_STRAP_VEGAN_PALE-GREEN_ROSEGOLD_SQUARE_LEFT.png, https://www.sekonda.com/static/media/catalog/product/l/o/SEKONDAWATCHBUILDER_STRAP_VEGAN_PALE-GREEN_ROSEGOLD_ROUND_RIGHT.png, https://www.sekonda.com/static/media/catalog/product/l/o/SEKONDAWATCHBUILDER_STRAP_VEGAN_PALE-GREEN_ROSEGOLD_SQUARE_RIGHT.png, https://www.sekonda.com/static/media/catalog/product/l/o/SEKONDAWATCHBUILDER_STRAP_VEGAN_PALE-GREEN_ROSEGOLD_ROUND_BACK.png, https://www.sekonda.com/static/media/catalog/product/l/o/SEKONDAWATCHBUILDER_STRAP_VEGAN_PALE-GREEN_ROSEGOLD_SQUARE_BACK.png, https://www.sekonda.com/static/media/catalog/product/i/m/SEKONDAWATCHBUILDER_STRAP_VEGAN_PALE-GREEN_ROSEGOLD_ROUND_BASE.jpg, https://www.sekonda.com/static/media/catalog/product/i/m/SEKONDAWATCHBUILDER_STRAP_VEGAN_PALE-GREEN_ROSEGOLD_ROUND_TRANSPARENT.png",
Pink Silicone 20mm Strap,,This 20mm pink silicone strap is compatible with 20mm strap width watches/smart watches. You can find this information on the product page. It is also compatible with round 40mm and square 35mm cases on Build Your Watch products.,"Easily adjustable fastening 
 Pink silicone strap 
 Rose gold buckle 
 Strap width: 20mm 
 Two year guarantee",48355,10,,in_stock,https://www.sekonda.com/p/pink-rose-gold-buckle-silicone-20mm-strap,"https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_48355_strap_1.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_48355_strap.png",
Turquoise Silicone 20mm Strap,,This 20mm turquoise silicone strap is compatible with 20mm strap width watches/smart watches. You can find this information on the product page. It is also compatible with round 40mm and square 35mm cases on Build Your Watch products.,"Easily adjustable fastening 
 Turquoise silicone strap 
 Rose gold buckle 
 Strap width: 20mm 
 Two year guarantee",48356,10,,in_stock,https://www.sekonda.com/p/turquoise-rose-gold-buckle-silicone-20mm-strap,"https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_48356_strap.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_48356_strap.png",
Black Silicone 20mm Strap,,This 20mm black silicone strap is compatible with 20mm strap width watches/smart watches. You can find this information on the product page. It is also compatible with round 40mm and square 35mm cases on Build Your Watch products.,"Easily adjustable fastening 
 Black silicone strap 
 Rose gold buckle 
 Strap width: 20mm 
 Two year guarantee",48357,10,,in_stock,https://www.sekonda.com/p/black-rose-gold-buckle-silicone-20mm-strap,"https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_48357_strap.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_48357_strap.png",
White Silicone 20mm Strap,,This 20mm white silicone strap is compatible with 20mm strap width watches/smart watches. You can find this information on the product page. It is also compatible with round 40mm and square 35mm cases on Build Your Watch products.,"Easily adjustable fastening 
 White silicone strap 
 Rose gold buckle 
 Strap width: 20mm 
 Two year guarantee",48358,10,,in_stock,https://www.sekonda.com/p/white-rose-gold-buckle-silicone-20mm-strap,"https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_48358_strap.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_48358_strap.png",
